ResponseId,Progress,Duration (in seconds),Finished,UserLanguage,Q3.1,Q3.2,Q3.3,Q3.4,Q4.1,Q4.2,Q4.3,Q4.4,Q5.1,Q5.2,Q5.3,Q5.4,Q6.1,Q6.2,Q6.3,Q6.4,Q7.1,Q7.2,Q7.3,Q7.4,Q8.1,Q8.2,Q8.3,Q8.4,Q10.1,Q10.2,Q10.3,Q10.4,Q11.1,Q11.2,Q11.3,Q11.4,Q12.1,Q12.2,Q12.3,Q12.4,Q13.1,Q13.2,Q13.3,Q13.4,Q14.1,Q14.2,Q14.3,Q14.4,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,SC0
R_5fvFJ7FOyvv4pGr,100,233,TRUE,EN,,,"hularing,thrurring,susteries","squeanings,fluckles,thuckeding",,"myrticates,flicetock,alphociration",,"ipanelle,citocoli,seasslins",,,"corsenations,scalilla,ascodiments","flicetock,fifuffies,operrhaging","caeduseousness,fereniration,alphociration",,"frumbered,menaprigication,thrurring",,,,"lusidour,selorine,seasslins","brolorous,ancechuttos,nusprils","rehotes,scayons,ropsta",,"erdellation,selorine,fereniration",,,"raruting,ataulting,sauging",,"crilders,squeasts,erpechitades","sweadles,quiprigraphy,trilching",,"shoquets,concinging,fifuffies",,"spaightness,obsightness,bambeagna",,,"risitating,conscrastions,scuptitally",,"ancechuttos,phongishments,ataulting","squeasts,frumbered,enrogiciously",,"urpharities,fereniration,prebicing",,,"scuptitally,urreocatry,refomped",Yes,English,Native,Yes,No,Female,41
R_3OpfzV0YuV4QjnZ,100,367,TRUE,EN,"crilollering,corsenations,ancechuttos",,"diturably,thrurring,susteries",,,,"erpechitades,marreccone,rehotes","ipanelle,cazzagra,erdellation",,"dabbedness,margrel,whebbling",,"gormidion,susteries,operrhaging",,"igmanilating,urpharities,bambeagna",,"operrhaging,fifuffies,corsenations","squeanings,acchots,urpharities",,,"brolorous,erteycole,nusprils","scayons,brolorous,thellering",,"erdellation,selorine,myrticates",,"crettoes,phongishments,cacqueting",,"prebicing,trambings,femiture",,"sweadles,quiprigraphy,menniated",,,"encrocing,prynching,boincole",,"recightlectly,zimbazza,covigating","bicrinations,enrogiciously,menniated",,"fifuffies,squeanings,shoquets","phongishments,bicrinations,concinging",,,,"veysurition,fepupirition,saglidity","raruting,pragingness,enrogiciously",,Yes,"english, spanish ",Native,Yes,No,Female,32
R_3y3Ch3rkHmAAIHa,100,264,TRUE,EN,,"stroblings,canmiobraine,erteycole","diturably,hularing,thrurring",,,"ascodiments,boincole,figels",,"ipanelle,citocoli,incarpritation",,,"corsenations,scalilla,ipanelle","gormidion,nusprils,fifuffies","fereniration,alphociration,lusidour","urpharities,scayons,tygranate",,,"tygranate,myrticates,urpharities","aspintades,tescourine,frumbered",,,,"diadegons,pylisation,squayophrenism","erdellation,ardudellis,selorine",,"acribating,repufling,cacqueting","ataulting,sweadles,sauging",,,,"wrartering,pragingness,chaspection",,"encrocing,prynching,femiture","obsightness,urpharities,fluckles",,,"diruditions,scuptitally,phongishments",,,"bambeagna,squeasts,enrogiciously","conscrastions,urerrivuration,risitating","tyvuniated,prebicing,concinging",,,"urerrivuration,shoquets,ancechuttos",Yes,english,Native,Yes,No,Female,36
R_3zGbJ2kRzffJ1lx,100,366,TRUE,EN,,"croapings,thellering,canmiobraine","diturably,hularing,thrurring",,"susteries,fifuffies,fleceils",,"aspintades,scalilla,selorine",,,"shomples,aspintades,whebbling","corsenations,scalilla,lusidour",,,,"menaprigication,canmiobraine,thrurring","operrhaging,squayophrenism,corsenations","tygranate,myrticates,urpharities",,"lusidour,selorine,fifuffies",,,,"erdellation,ardudellis,alphociration","corsenations,squeping,caeduseousness","crettoes,phongishments,scuptitally","flompled,fluckles,quiprigraphy",,,"sweadles,trilching,squeasts","wrartering,sauging,raruting",,,,"chaspection,covigating,snially",,"diruditions,conscrastions,phongishments","squeanings,prynching,sauging","erpechitades,phongishments,scuptitally",,,,,"femiture,chrotutation,raruting","urreocatry,refomped,shoquets",Yes,English,Native,Yes,No,Male,35
R_3yVfVj4ay5XdlNT,100,375,TRUE,EN,,"stroblings,thellering,erteycole","hularing,thrurring,susteries",,,,"aspintades,scalilla,diturably","citocoli,seasslins,thuckeding","pragingness,crilollering,fluckles",,"fleceils,corsenations,lusidour",,,"grumbered,igmanilating,urpharities","frumbered,menaprigication,squeanings",,"susteries,acchots,corsenations",,,"brolorous,crilollering,nusprils","rehotes,scayons,ropsta","figels,pylisation,erteycole",,,,,"liechersedding,femiture,dispights","crilders,covigating,refomped",,"chaspection,sauging,raruting","cacqueting,shoquets,tyvuniated",,"spaightness,obsightness,urpharities",,,"conscrastions,scuptitally,phongishments",,,"boincole,chaspection,enrogiciously","conscrastions,urerrivuration,risitating","tyvuniated,sweadles,risitating","fepupirition,fifuffies,trambings",,,Yes,English,Native,No,No,Female,33
R_3luOClXmEzF71PX,100,222,TRUE,EN,"crilollering,whebbling,squeping",,,"squeanings,thuckeding,igmanilating",,"boincole,myrticates,alphociration","aspintades,scalilla,diturably",,,,"fleceils,scalilla,lusidour","fifuffies,operrhaging,grumbered","alphociration,acchots,lusidour",,"ipanelle,squeanings,briagra",,"myrticates,susteries,squeanings",,,"brolorous,crilollering,thellering",,"figels,canmiobraine,thuckeding",,"corsenations,figelled,squeping","forbicing,acribating,scuptitally",,"liechersedding,femiture,dispights",,,"pragingness,chaspection,sauging",,"repufling,femiture,diruditions","spaightness,bambeagna,repufling",,"grumbered,urreocatry,menniated",,,"erpechitades,phongishments,scuptitally","squeasts,chaspection,enrogiciously",,"urpharities,risitating,concinging",,"chrotutation,snially,pragingness",,Yes,englush,Native,Yes,No,Female,28
R_1mgqwUI8Dva6ooh,100,407,TRUE,EN,"whebbling,squeping,corsenations",,"diturably,hularing,thrurring",,"fleceils,brolorous,frumbered",,"aspintades,scalilla,selorine",,"thuckeding,fluckles,cazzagra",,"fleceils,scalilla,ascodiments",,"caeduseousness,fereniration,alphociration",,,"incarpritation,operrhaging,squayophrenism",,"ascodiments,tescourine,citocoli","lusidour,selorine,seasslins",,"scayons,brolorous,thrurring",,,"margrel,figelled,fluckles",,,"liechersedding,prebicing,bambeagna","covigating,refomped,squeasts",,,"concinging,tyvuniated,fifuffies","repufling,urpharities,boincole","spaightness,obsightness,dispights",,"enrogiciously,menniated,liechersedding",,,"erpechitades,concinging,scuptitally","boincole,frumbered,chaspection",,,,"femiture,chrotutation,raruting","urerrivuration,refomped,flompled",Yes,Chinese,Non-native but fluent,Yes,No,Female,36
R_53fcxEh0XiCuWeF,100,205,TRUE,EN,"squeping,corsenations,scalilla",,"hularing,thrurring,briagra",,"susteries,ancechuttos,brolorous","ascodiments,boincole,myrticates",,,,"dabbedness,margrel,aspintades","fleceils,scalilla,ascodiments",,,,"menaprigication,canmiobraine,squeanings","incarpritation,squayophrenism,diadegons",,"ascodiments,tescourine,citocoli",,"brolorous,thellering,nusprils","rehotes,scayons,ropsta","pylisation,canmiobraine,erteycole",,,"crettoes,phongishments,cacqueting",,"prebicing,femiture,tyvuniated",,"quiprigraphy,trilching,menniated",,"cacqueting,concinging,fifuffies",,,"frumbered,chaspection,covigating","enrogiciously,urreocatry,menniated",,"squeanings,shoquets,sauging","bicrinations,concinging,ataulting",,,"urpharities,fereniration,concinging",,"chrotutation,pragingness,enrogiciously",,Yes,english,Native,Yes,No,Female,34
R_3rlGimY8fbnEje4,100,288,TRUE,EN,,,"hularing,thrurring,flicetock","squeanings,thuckeding,cazzagra",,"ascodiments,boincole,figels","erpechitades,marreccone,scalilla",,,"dabbedness,briagra,shomples",,"fifuffies,operrhaging,grumbered",,,"menaprigication,canmiobraine,thrurring","squayophrenism,corsenations,pylisation",,"aspintades,margrel,citocoli","lusidour,selorine,seasslins",,"scayons,ropsta,menaprigication",,"erdellation,selorine,myrticates",,"crettoes,phongishments,scuptitally",,,"crilders,spaightness,saglidity","grumbered,menniated,squeasts","pragingness,chaspection,sauging",,,,"frumbered,zimbazza,covigating",,"conscrastions,raruting,scuptitally",,,"bambeagna,boincole,enrogiciously","snially,saglidity,risitating",,"veysurition,fepupirition,trambings",,"scuptitally,refomped,flompled",Yes,English,Native,Yes,No,Female,30
R_57UBUnAfHIBigZb,100,1433,TRUE,EN,"corsenations,ancechuttos,scalilla",,,"squeanings,thuckeding,incarpritation",,,"marreccone,aspintades,rehotes","ipanelle,citocoli,seasslins",,"briagra,shomples,whebbling",,"flicetock,fifuffies,grumbered",,"urpharities,bambeagna,tygranate",,"squayophrenism,fifuffies,corsenations",,"ascodiments,tescourine,citocoli",,"brolorous,erteycole,nusprils","rehotes,scayons,menaprigication",,"erdellation,alphociration,myrticates",,,"raruting,ataulting,flompled",,"crilders,covigating,refomped","quiprigraphy,trilching,dispights",,"cacqueting,shoquets,concinging",,"spaightness,obsightness,bambeagna",,,"diruditions,conscrastions,scuptitally","fluckles,squeanings,sauging",,"boincole,chaspection,fereniration",,,"veysurition,fepupirition,saglidity","femiture,menniated,pragingness",,Yes,English,Native,No,No,Male,40
R_6zLQ1TM7IcxMGkr,100,384,TRUE,EN,,"stroblings,canmiobraine,figelled","diturably,briagra,susteries",,,,"aspintades,scalilla,selorine","seasslins,erdellation,incarpritation","pragingness,crilollering,thuckeding","briagra,margrel,aspintades",,,,"grumbered,urpharities,tygranate",,"incarpritation,operrhaging,squayophrenism",,"ascodiments,aspintades,tescourine",,"brolorous,erteycole,nusprils","scayons,ropsta,menaprigication","figels,diadegons,pylisation",,,"forbicing,crettoes,phongishments",,,"crilders,spaightness,erpechitades","trilching,dispights,menniated","wrartering,chaspection,raruting",,,,"erpechitades,covigating,snially","enrogiciously,menniated,liechersedding",,,"ancechuttos,phongishments,bicrinations",,"snially,conscrastions,urerrivuration",,"veysurition,fepupirition,bambeagna",,"urerrivuration,refomped,flompled",Yes,spanish,Non-native but fluent,Yes,No,Male,33
R_7Tn5d7Humx14KWU,100,100,TRUE,EN,"squeping,shomples,scalilla","stroblings,thellering,figelled",,,"ancechuttos,thrurring,brolorous","bambeagna,myrticates,figels",,,"crilollering,thuckeding,fluckles",,"corsenations,scalilla,caeduseousness",,,"grumbered,igmanilating,bambeagna",,"operrhaging,squayophrenism,corsenations","myrticates,acchots,corsenations",,,"brolorous,grumbered,thellering",,"diadegons,canmiobraine,erteycole","erdellation,selorine,fereniration",,,,"liechersedding,femiture,tyvuniated","refomped,squeasts,spaightness",,,"shoquets,concinging,fifuffies","encrocing,prynching,boincole",,,"bicrinations,grumbered,fifuffies","raruting,scuptitally,phongishments","squeanings,shoquets,raruting",,,"snially,zimbazza,saglidity","tyvuniated,sweadles,concinging",,,"urreocatry,urerrivuration,flompled",Yes,Chinese/ English,Non-native but fluent,No,No,Female,29
R_7ZtOFkaReDuB4zL,100,220,TRUE,EN,"corsenations,ancechuttos,scalilla",,"thrurring,flicetock,susteries",,"susteries,fifuffies,brolorous",,,"ipanelle,cazzagra,seasslins",,"dabbedness,aspintades,whebbling",,"gormidion,operrhaging,grumbered",,"grumbered,igmanilating,urpharities",,"incarpritation,operrhaging,squayophrenism",,,"lusidour,fifuffies,seasslins","brolorous,crilollering,nusprils","rehotes,scayons,ropsta",,,"corsenations,margrel,figelled",,"flompled,sweadles,quiprigraphy","trambings,femiture,tyvuniated",,"sweadles,quiprigraphy,squeasts",,"cacqueting,tyvuniated,fifuffies",,"obsightness,dispights,repufling",,,"diruditions,conscrastions,raruting",,"erpechitades,bicrinations,ataulting",,"snially,urerrivuration,risitating",,,"femiture,chrotutation,pragingness","urreocatry,urerrivuration,refomped",Yes,English,Native,Yes,No,Female,35
R_3lniy1sG3NmrJE5,100,200,TRUE,EN,"crilollering,whebbling,squeping","croapings,stroblings,thellering",,,,"ascodiments,myrticates,flicetock","erpechitades,marreccone,aspintades",,,"dabbedness,briagra,shomples",,"gormidion,susteries,fifuffies","fereniration,alphociration,ascodiments",,,"incarpritation,squayophrenism,pylisation","tygranate,acchots,urpharities","tescourine,frumbered,citocoli",,,"scayons,ropsta,menaprigication",,,"corsenations,figelled,caeduseousness","forbicing,phongishments,cacqueting",,"trambings,femiture,dispights",,"quiprigraphy,menniated,squeasts",,"shoquets,concinging,urerrivuration",,"spaightness,bambeagna,repufling",,"grumbered,fifuffies,menniated",,"fluckles,shoquets,prynching",,,"snially,conscrastions,saglidity",,,"femiture,menniated,snially","urreocatry,refomped,ancechuttos",Yes,Greek ,Non-native but fluent,Yes,No,Male,37
R_5U94veHfsr8j7an,100,94,TRUE,EN,"crilollering,corsenations,scalilla","croapings,ropsta,canmiobraine",,,"ancechuttos,fleceils,thrurring","ascodiments,boincole,flicetock",,,"seasslins,thuckeding,fluckles","dabbedness,shomples,margrel",,,"caeduseousness,lusidour,ascodiments","ancechuttos,scayons,tygranate",,,"tygranate,myrticates,acchots",,"bambeagna,cazzagra,fifuffies",,,,"erdellation,ardudellis,alphociration","figelled,fluckles,incarpritation","acribating,scuptitally,cacqueting",,,"refomped,squeasts,spaightness","quiprigraphy,trilching,menniated","wrartering,zimbazza,chaspection",,,,"frumbered,recightlectly,zimbazza",,"diruditions,scuptitally,phongishments","fluckles,squeanings,prynching",,,"conscrastions,saglidity,risitating","urpharities,fereniration,risitating","veysurition,saglidity,trambings",,,Yes,English and Armenian,Native,Yes,No,Female,30
R_3AiJRYFie5ZXmGR,100,132,TRUE,EN,,"croapings,ropsta,canmiobraine","thrurring,briagra,susteries",,"susteries,thrurring,brolorous",,,"ipanelle,cazzagra,citocoli","crilollering,thuckeding,cazzagra",,"caeduseousness,ipanelle,lusidour",,,"urpharities,ancechuttos,scayons",,"operrhaging,squayophrenism,pylisation","tygranate,acchots,corsenations",,"selorine,operrhaging,fifuffies",,,"figels,pylisation,thuckeding",,"figelled,squeping,caeduseousness",,,"liechersedding,prebicing,tyvuniated","covigating,spaightness,saglidity","sweadles,quiprigraphy,dispights","wrartering,zimbazza,sauging",,,"spaightness,obsightness,dispights",,,"diruditions,sauging,risitating",,"bicrinations,concinging,scuptitally","bambeagna,frumbered,enrogiciously",,"tyvuniated,prebicing,concinging",,"femiture,chrotutation,pragingness",,Yes,English and Spanish,Native,Yes,Prefer not to say,Female,30
R_6oFnOCL4Ude2RIR,100,189,TRUE,EN,,"croapings,stroblings,canmiobraine","hularing,thrurring,flicetock",,,"ascodiments,myrticates,alphociration","erpechitades,rehotes,scalilla",,"sweadles,fluckles,cazzagra",,,"gormidion,nusprils,operrhaging",,,"menaprigication,squeanings,briagra","operrhaging,corsenations,pylisation",,,"lusidour,selorine,operrhaging","ancechuttos,erteycole,crilollering","rehotes,scayons,ropsta","diadegons,pylisation,squayophrenism",,,,,"femiture,dispights,tyvuniated","covigating,refomped,saglidity",,"wrartering,sauging,raruting","shoquets,liechersedding,fifuffies",,"obsightness,dispights,urpharities",,,"sauging,risitating,scuptitally","fifuffies,prynching,sauging",,,"conscrastions,saglidity,urerrivuration",,"veysurition,bambeagna,erpechitades","femiture,menniated,snially",,Yes,English,Native,Yes,No,Female,33
R_65Sj87ZF9Xii3WY,100,227,TRUE,EN,,,"hularing,thrurring,sweadles","squeanings,igmanilating,cazzagra",,,"erpechitades,aspintades,rehotes","citocoli,seasslins,erdellation","crilollering,thuckeding,fluckles",,"fleceils,corsenations,caeduseousness",,,"igmanilating,urpharities,ancechuttos","menaprigication,canmiobraine,ipanelle",,"susteries,squeanings,corsenations",,,"brolorous,crilollering,nusprils","rehotes,scayons,ropsta",,"erdellation,ardudellis,selorine",,,"raruting,flompled,quiprigraphy","liechersedding,trambings,dispights",,,"wrartering,pragingness,sauging","cacqueting,shoquets,concinging",,,"frumbered,covigating,snially",,"risitating,raruting,scuptitally","squeanings,shoquets,sauging",,"bambeagna,frumbered,enrogiciously",,"urpharities,prebicing,concinging",,,"refomped,shoquets,ancechuttos",Yes,english,Native,Yes,No,Female,33
R_3OSJVYjXT2C055L,100,233,TRUE,EN,"whebbling,corsenations,ancechuttos",,,"squeanings,igmanilating,incarpritation","ancechuttos,fifuffies,fleceils",,"erpechitades,marreccone,selorine",,"pragingness,crilollering,fluckles","dabbedness,squeanings,whebbling",,,"fereniration,alphociration,ascodiments",,,"operrhaging,squayophrenism,pylisation",,"tescourine,margrel,citocoli",,"brolorous,erteycole,nusprils",,,"erdellation,ardudellis,alphociration","corsenations,figelled,caeduseousness","acribating,crettoes,phongishments","flompled,fluckles,sweadles",,,"sweadles,quiprigraphy,menniated",,"cacqueting,urerrivuration,fifuffies",,"obsightness,fluckles,bambeagna","frumbered,recightlectly,snially",,,,"phongishments,bicrinations,concinging",,"snially,saglidity,risitating","urpharities,sweadles,prebicing","veysurition,erpechitades,trambings",,,Yes,Spanish,Non-native but fluent,Yes,No,Female,32
R_1lxmSp4FUQ3jrtO,100,4268,TRUE,EN,"crilollering,whebbling,shomples",,"hularing,flicetock,susteries",,,"boincole,bambeagna,flicetock",,"cazzagra,citocoli,seasslins",,"shomples,margrel,whebbling",,"susteries,operrhaging,grumbered","fereniration,acchots,ascodiments","grumbered,ancechuttos,tygranate",,,"myrticates,susteries,acchots",,,"brolorous,erteycole,nusprils","rehotes,ropsta,menaprigication",,"erdellation,alphociration,fereniration",,"forbicing,acribating,repufling",,"prebicing,femiture,dispights",,,,"shoquets,liechersedding,urerrivuration","prynching,urpharities,femiture",,,"grumbered,fifuffies,urreocatry","conscrastions,scuptitally,phongishments",,"ancechuttos,concinging,scuptitally","boincole,squeasts,enrogiciously",,,,"femiture,raruting,pragingness","scuptitally,urreocatry,refomped",Yes,spanish + english,Non-native but fluent,Yes,No,Female,29
R_1KSdsOem69jCTKN,100,222,TRUE,EN,,,"diturably,hularing,susteries","squeanings,igmanilating,cazzagra",,"boincole,bambeagna,figels",,"citocoli,seasslins,erdellation","seasslins,crilollering,thuckeding","shomples,aspintades,squeanings",,,"caeduseousness,lusidour,ascodiments","grumbered,igmanilating,scayons",,,,"ascodiments,tescourine,margrel","selorine,operrhaging,fifuffies",,"scayons,brolorous,menaprigication","pylisation,squayophrenism,erteycole",,,"acribating,crettoes,cacqueting",,"trambings,dispights,bambeagna",,,"rechetsel,wrartering,chaspection","liechersedding,tyvuniated,fifuffies",,,"frumbered,covigating,snially",,"diruditions,scuptitally,phongishments","fluckles,shoquets,raruting",,,"zimbazza,saglidity,risitating",,,"femiture,menniated,enrogiciously","urerrivuration,flompled,ancechuttos",Yes,Portuguese,Non-native but fluent,Yes,No,Female,28
R_1VR1IDRkNR2Hdtd,100,116,TRUE,EN,"whebbling,squeping,corsenations","thellering,canmiobraine,figelled",,,"susteries,fleceils,thrurring",,,"ipanelle,cazzagra,citocoli","pragingness,crilollering,cazzagra",,,"flicetock,nusprils,operrhaging","caeduseousness,fereniration,alphociration",,,"diadegons,corsenations,pylisation","tygranate,myrticates,urpharities",,"lusidour,bambeagna,seasslins",,"scayons,ropsta,thrurring","diadegons,canmiobraine,thuckeding",,,"crettoes,phongishments,cacqueting",,,"squeasts,saglidity,erpechitades",,"rechetsel,zimbazza,raruting",,"urpharities,boincole,diruditions",,"frumbered,recightlectly,covigating","grumbered,urreocatry,liechersedding",,,,"bambeagna,boincole,chaspection","zimbazza,urerrivuration,obsightness","tyvuniated,urpharities,fereniration",,"chrotutation,snially,pragingness",,Yes,,Native,No,No,Female,32
R_3DA9qmnpgjaT1Lz,100,68,TRUE,EN,,"croapings,stroblings,thellering","hularing,briagra,flicetock",,,"bambeagna,myrticates,flicetock","marreccone,scalilla,diturably",,"seasslins,pragingness,fluckles",,"fleceils,corsenations,ipanelle",,"lusidour,ascodiments,selorine",,"menaprigication,canmiobraine,briagra",,"myrticates,corsenations,urpharities","tescourine,citocoli,dabbedness",,,,"figels,diadegons,thuckeding",,"corsenations,incarpritation,squeping","forbicing,scuptitally,cacqueting","ataulting,flompled,sauging",,,,,"shoquets,liechersedding,urerrivuration","prynching,boincole,femiture",,,"bicrinations,urreocatry,liechersedding","sauging,raruting,phongishments",,"erpechitades,phongishments,ataulting",,"snially,zimbazza,urerrivuration",,,"chrotutation,menniated,enrogiciously","scuptitally,shoquets,ancechuttos",Yes,English/Korean,Native,Yes,No,Male,31
R_1iXckgXVzR4XrHI,100,239,TRUE,EN,"shomples,corsenations,scalilla",,,"squeanings,igmanilating,nusprils","susteries,fleceils,frumbered",,,"thuckeding,erdellation,incarpritation",,,"caeduseousness,ascodiments,lusidour","gormidion,susteries,fifuffies","caeduseousness,fereniration,alphociration",,,"operrhaging,squayophrenism,pylisation","myrticates,corsenations,urpharities","ascodiments,aspintades,dabbedness",,,,"pylisation,canmiobraine,squayophrenism","erdellation,alphociration,fereniration",,"forbicing,crettoes,cacqueting",,,"refomped,squeasts,spaightness","sweadles,trilching,dispights","pragingness,zimbazza,sauging",,,"dispights,fluckles,bambeagna",,,"sauging,risitating,phongishments","squeanings,raruting,sauging",,"bambeagna,frumbered,chaspection",,"sweadles,prebicing,concinging",,"menniated,raruting,snially",,Yes,Spanish and English,Native,Yes,No,Female,25
R_3hKGu8YcrYQHqfa,100,1115,TRUE,EN,,"croapings,stroblings,thellering","hularing,thrurring,briagra",,"susteries,ancechuttos,fleceils","myrticates,figels,alphociration",,,"sweadles,crilollering,thuckeding","dabbedness,shomples,whebbling",,,,,"frumbered,squeanings,thrurring","squayophrenism,corsenations,pylisation","susteries,corsenations,urpharities",,"bambeagna,selorine,fifuffies",,"scayons,brolorous,menaprigication",,"acchots,erdellation,selorine",,,"raruting,flompled,sweadles","trambings,femiture,tyvuniated",,"sweadles,trilching,menniated",,,"encrocing,prynching,diruditions","dispights,fluckles,bambeagna",,"enrogiciously,grumbered,liechersedding",,,,"squeasts,chaspection,enrogiciously","snially,saglidity,risitating","tyvuniated,prebicing,risitating",,"femiture,chrotutation,raruting",,Yes,portuguese,Non-native but fluent,Yes,No,Female,33
R_3hS9XfTnJzzMbx2,100,484,TRUE,EN,"crilollering,shomples,ancechuttos",,"thrurring,briagra,flicetock",,"ancechuttos,fifuffies,brolorous",,,"ipanelle,cazzagra,citocoli","sweadles,seasslins,thuckeding",,"fleceils,corsenations,scalilla",,"caeduseousness,fereniration,selorine",,"frumbered,canmiobraine,thrurring",,,,"lusidour,cazzagra,fifuffies","erteycole,thellering,nusprils","scayons,brolorous,menaprigication",,"erdellation,ardudellis,myrticates",,,"flompled,sweadles,quiprigraphy","trambings,femiture,tyvuniated",,,,"cacqueting,shoquets,fifuffies","repufling,urpharities,boincole",,,"bicrinations,enrogiciously,grumbered","diruditions,conscrastions,scuptitally",,"ancechuttos,erpechitades,phongishments","frumbered,chaspection,enrogiciously",,,,"chrotutation,menniated,pragingness","scuptitally,refomped,flompled",Yes,Spanish/English,Native,Yes,No,Female,36
R_3fiWCGsG4KF7KJe,100,425,TRUE,EN,"crilollering,corsenations,ancechuttos",,,"squeanings,fluckles,igmanilating",,"ascodiments,bambeagna,alphociration",,"ipanelle,cazzagra,seasslins",,"dabbedness,margrel,whebbling","corsenations,caeduseousness,lusidour",,,"igmanilating,urpharities,ancechuttos","frumbered,squeanings,thrurring",,"tygranate,acchots,corsenations",,,"brolorous,crilollering,grumbered","rehotes,scayons,ropsta","figels,pylisation,canmiobraine",,,,"raruting,ataulting,sweadles",,"spaightness,saglidity,erpechitades",,"rechetsel,pragingness,chaspection",,"prynching,boincole,diruditions","spaightness,urpharities,repufling","frumbered,chaspection,erpechitades",,,"fifuffies,fluckles,sauging",,"frumbered,chaspection,enrogiciously",,"tyvuniated,prebicing,concinging",,"menniated,snially,pragingness",,Yes,english,Native,Yes,No,Female,31
R_7TpkhJUfvSoninO,100,206,TRUE,EN,,"croapings,canmiobraine,erteycole","hularing,sweadles,briagra",,,"boincole,bambeagna,myrticates",,"cazzagra,seasslins,incarpritation",,"dabbedness,aspintades,whebbling","scalilla,ipanelle,ascodiments",,"caeduseousness,alphociration,selorine","grumbered,ancechuttos,tygranate",,,,,"selorine,operrhaging,seasslins","brolorous,erteycole,nusprils",,"figels,pylisation,canmiobraine",,"figelled,fluckles,squeping",,"flompled,quiprigraphy,sauging","liechersedding,trambings,femiture",,"quiprigraphy,trilching,menniated","rechetsel,wrartering,chaspection",,,"obsightness,fluckles,repufling",,"enrogiciously,grumbered,menniated",,"squeanings,shoquets,sauging",,,"snially,risitating,obsightness","urpharities,sweadles,prebicing",,,"scuptitally,flompled,ancechuttos",Yes,"Mandarin, English",Native,Yes,No,Female,30
R_389p5SicZKlB0op,100,1808,TRUE,EN,,"croapings,thellering,ropsta",,"squeanings,igmanilating,nusprils","ancechuttos,fleceils,brolorous","ascodiments,bambeagna,figels",,,,,"corsenations,scalilla,ipanelle","susteries,fifuffies,operrhaging","caeduseousness,fereniration,selorine",,,"operrhaging,squayophrenism,diadegons",,"tescourine,margrel,citocoli","lusidour,bambeagna,seasslins",,"brolorous,menaprigication,thellering",,,"figelled,fluckles,squeping","acribating,crettoes,phongishments",,"prebicing,trambings,femiture",,"trilching,dispights,menniated",,,"repufling,urpharities,femiture","obsightness,fluckles,bambeagna",,,"sauging,conscrastions,raruting",,,"boincole,frumbered,chaspection","conscrastions,urerrivuration,risitating","tyvuniated,prebicing,concinging","veysurition,saglidity,bambeagna",,,Yes,English,Native,No,No,Female,29
R_13g4M7nkkyJPeXn,100,517,TRUE,EN,,"stroblings,thellering,figelled","hularing,thrurring,sweadles",,"fifuffies,fleceils,brolorous",,,"ipanelle,cazzagra,citocoli","pragingness,thuckeding,fluckles","dabbedness,shomples,whebbling",,,"fereniration,ascodiments,selorine","igmanilating,urpharities,tygranate",,,"tygranate,myrticates,susteries",,,"crilollering,grumbered,thellering","scayons,brolorous,menaprigication",,"acchots,alphociration,myrticates",,,"raruting,sweadles,quiprigraphy",,"crilders,refomped,squeasts",,"rechetsel,pragingness,raruting",,"urpharities,boincole,femiture","fluckles,bambeagna,repufling","frumbered,chaspection,zimbazza",,,,"erpechitades,concinging,ataulting","bambeagna,frumbered,chaspection",,,"veysurition,fepupirition,bambeagna",,"urreocatry,urerrivuration,ancechuttos",Yes,english,Native,Yes,No,Female,32
R_7WI0MrPgg5YY3Z9,100,194,TRUE,EN,"whebbling,ancechuttos,scalilla",,,"squeanings,cazzagra,nusprils","ancechuttos,fifuffies,brolorous","ascodiments,boincole,figels",,,,,"corsenations,ipanelle,ascodiments","gormidion,fifuffies,grumbered","fereniration,alphociration,selorine",,,"squayophrenism,corsenations,pylisation","susteries,acchots,corsenations","tescourine,citocoli,dabbedness",,,"scayons,brolorous,menaprigication","pylisation,squayophrenism,erteycole",,,,,"prebicing,dispights,bambeagna","crilders,spaightness,erpechitades",,,"cacqueting,liechersedding,fifuffies","urpharities,boincole,femiture",,"zimbazza,erpechitades,covigating",,"conscrastions,raruting,scuptitally",,"ancechuttos,phongishments,bicrinations","boincole,fereniration,enrogiciously",,,,"menniated,raruting,pragingness","urreocatry,refomped,ancechuttos",Yes,"English, Korean",Native,Yes,No,Female,23
R_3NzhREBUglqQRN9,100,325,TRUE,EN,"crilollering,squeping,shomples",,,"squeanings,fluckles,thuckeding",,"ascodiments,boincole,alphociration",,"ipanelle,cazzagra,seasslins",,"dabbedness,briagra,margrel","corsenations,scalilla,lusidour",,"fereniration,lusidour,selorine",,,"fifuffies,corsenations,pylisation","susteries,corsenations,urpharities","aspintades,tescourine,citocoli",,,"scayons,ropsta,brolorous","diadegons,pylisation,erteycole",,,,"raruting,ataulting,flompled","prebicing,femiture,tyvuniated",,,"wrartering,chaspection,raruting","shoquets,concinging,fifuffies",,"obsightness,urpharities,bambeagna",,"enrogiciously,menniated,liechersedding",,"fifuffies,squeanings,sauging",,,"snially,zimbazza,risitating",,"fepupirition,fifuffies,bambeagna",,"scuptitally,urerrivuration,ancechuttos",Yes,English,Native,Yes,No,Female,37
